id,token,tag,wiki_id,name,desc
0,Ведущие,O,,,
1,специалисты,O,,,
2,по,O,,,
3,всему,O,,,
4,миру,B-TERM,Q1,"{'наш вселенная', 'вселенная', 'мир', 'космос'}","фундаментальное понятие в астрономии и философии, обозначающее совокупность всего, что существует"
5,ежедневно,O,,,
6,анализируют,O,,,
7,геофизические,O,,,
8,снимки,O,,,
9,и,O,,,
10,по,O,,,
11,мере,B-TERM,Q844240,{'компьютерный зрение'},['компьютерный зрение']
12,развития,I-TERM,,,
13,технологий,I-TERM,,,
14,компьютерного,I-TERM,,,
15,зрения,I-TERM,,,
16,следует,O,,,
17,предпринимать,O,,,
18,попытки,O,,,
19,извлекать,O,,,
20,больше,O,,,
21,информации,O,,,
22,из,O,,,
23,этого,O,,,
24,процесса,B-TERM,Q10843872,"{'технологический процесс', 'процесс', 'техпроцесс'}","набор взаимосвязанных задач, получающих некоторые объекты на входе и выдающие результат на выходе"
25,.,O,,,
26,Авторы,B-TERM,Q36180,"{'писатель', 'автор', 'литератор', 'писательница'}","['писатель', 'автор', 'литератор', 'писательница', 'человек, который занимается созданием словесных произведений, предназначенных для общественного потребления']"
27,данного,I-TERM,,,
28,исследования,I-TERM,,,
29,проанализировали,O,,,
30,наиболее,O,,,
31,значимые,B-TERM,Q42240,{'исследование'},['исследование']
32,исследования,I-TERM,,,
33,в,O,,,
34,области,B-TERM,Q844240,{'компьютерный зрение'},['компьютерный зрение']
35,компьютерного,I-TERM,,,
36,зрения,I-TERM,,,
37,",",O,,,
38,чтобы,O,,,
39,понять,O,,,
40,",",O,,,
41,как,O,,,
42,сложились,O,,,
43,современные,O,,,
44,методы,B-TERM,Q844240,{'компьютерный зрение'},['компьютерный зрение']
45,компьютерного,I-TERM,,,
46,зрения,I-TERM,,,
47,и,O,,,
48,какие,O,,,
49,из,O,,,
50,них,O,,,
51,применимы,O,,,
52,к,O,,,
53,задачам,B-TERM,Q4183828,"{'задача (шахматы', 'шахматный задача', 'задача'}","['задача (шахматы', 'шахматный задача', 'задача', 'составленная шахматным композитором позиция, в которой одной из сторон предлагается выполнить задание']"
54,анализа,I-TERM,,,
55,пространственных,I-TERM,,,
56,изображений,I-TERM,,,
57,высокого,I-TERM,,,
58,разрешения,I-TERM,,,
59,в,O,,,
60,геофизике,B-TERM,Q46255,{'геофизика'},"комплекс наук, исследующих строение Земли физическими методами"
61,.,O,,,
62,В,O,,,
63,настоящее,B-TERM,Q193168,"{'настоящий', 'современность', 'настоящий время', 'текущий момент'}",часть линии времени
64,время,I-TERM,,,
65,количество,O,,,
66,изображений,O,,,
67,драматически,O,,,
68,выросло,O,,,
69,в,O,,,
70,связи,O,,,
71,с,O,,,
72,появлением,O,,,
73,таких,O,,,
74,источников,O,,,
75,изображений,O,,,
76,",",O,,,
77,как,O,,,
78,беспилотники,O,,,
79,.,O,,,
80,Также,O,,,
81,доступнее,O,,,
82,стали,O,,,
83,изображения,O,,,
84,",",O,,,
85,полученные,O,,,
86,со,O,,,
87,спутников,B-TERM,Q26540,"{'спутник', 'искусственный спутник земля', 'искусственный спутник', 'исз'}","космический аппарат, обращающийся по земной орбите"
88,",",O,,,
89,сейсморазведки,B-TERM,Q1850768,{'сейсморазведка'},статья-список в проекте Викимедиа
90,и,O,,,
91,гидроакустики,O,,,
92,.,O,,,
93,Кажется,O,,,
94,",",O,,,
95,что,O,,,
96,полученных,O,,,
97,изображений,O,,,
98,стало,O,,,
99,достаточно,O,,,
100,для,O,,,
101,использования,B-TERM,Q2539,{'машинный обучение'},"['машинный обучение', 'обширный подраздел искусственного интеллекта, изучающий методы построения моделей, способных обучаться, и алгоритмов для их построения и обучения']"
102,алгоритмов,I-TERM,,,
103,машинного,I-TERM,,,
104,обучения,I-TERM,,,
105,для,O,,,
106,их,O,,,
107,обработки,O,,,
108,.,O,,,
109,Но,O,,,
110,это,O,,,
111,нужно,O,,,
112,проверить,O,,,
113,.,O,,,
114,В,O,,,
115,последние,O,,,
116,пять,O,,,
117,лет,O,,,
118,методы,B-TERM,Q844240,{'компьютерный зрение'},['компьютерный зрение']
119,компьютерного,I-TERM,,,
120,зрения,I-TERM,,,
121,развивались,O,,,
122,с,O,,,
123,высокой,O,,,
124,скоростью,O,,,
125,и,O,,,
126,далеко,O,,,
127,продвинулись,O,,,
128,в,O,,,
129,использовании,B-TERM,Q51289900,{'глубокий нейронный сеть'},['глубокий нейронный сеть']
130,глубоких,I-TERM,,,
131,нейронных,I-TERM,,,
132,сетей,I-TERM,,,
133,(,O,,,
134,DNN,B-TERM, , , 
135,),O,,,
136,.,O,,,
137,Но,O,,,
138,было,O,,,
139,бы,O,,,
140,опрометчиво,O,,,
141,использовать,O,,,
142,в,O,,,
143,работе,O,,,
144,только,O,,,
145,новейшие,B-TERM,Q197536,"{'глубинный обучение', 'глубокий обучение'}","['глубинный обучение', 'глубокий обучение', 'совокупность некоторых методов машинного обучения']"
146,сети,I-TERM,,,
147,глубокого,I-TERM,,,
148,обучения,I-TERM,,,
149,без,O,,,
150,понимания,B-TERM,Q978659,"{'техосмотр', 'государственный технический осмотр транспортный средство', 'то'}","['техосмотр', 'государственный технический осмотр транспортный средство', 'то', 'проверка технического состояния транспортных средств (ТС) на предмет их соответствия обязательным требованиям безопасности транспортных средств']"
151,того,I-TERM,,,
152,",",O,,,
153,как,O,,,
154,и,O,,,
155,почему,O,,,
156,они,O,,,
157,появились,O,,,
158,.,O,,,
159,Поэтому,O,,,
160,авторами,O,,,
161,рассмотрены,O,,,
162,подходы,B-TERM,Q844240,{'компьютерный зрение'},['компьютерный зрение']
163,компьютерного,I-TERM,,,
164,зрения,I-TERM,,,
165,и,O,,,
166,определены,O,,,
167,наиболее,O,,,
168,адекватные,O,,,
169,методы,B-TERM,Q1799072,{'метод'},"систематизированная совокупность шагов, действий, которые необходимо предпринять, чтобы решить определённую задачу или достичь определённых целей"
170,для,O,,,
171,обработки,O,,,
172,именно,O,,,
173,пространственных,O,,,
174,изображений,O,,,
175,.,O,,,
176,В,O,,,
177,заключение,O,,,
178,авторами,O,,,
179,сформулирован,O,,,
180,ряд,O,,,
181,проблем,O,,,
182,",",O,,,
183,для,O,,,
184,решения,O,,,
185,которых,O,,,
186,будут,O,,,
187,продолжены,O,,,
188,исследования,B-TERM,Q42240,{'исследование'},семейство животных
189,",",O,,,
190,которые,O,,,
191,авторы,O,,,
192,начали,O,,,
193,в,O,,,
194,статьях,O,,,
195,[,O,,,
196,1,O,,,
197,",",O,,,
198,42,O,,,
199,–,O,,,
200,44,O,,,
201,],O,,,
202,.,O,,,
