id,token,tag,wiki_id,name,desc
0,В,O,,,
1,работе,O,,,
2,приводятся,O,,,
3,результаты,B-TERM,Q11723795,"{'объект', 'архивный единица', 'документ'}","['объект', 'архивный единица', 'документ', 'в архивной науке нижний уровень описания, объект']"
4,эмпирического,I-TERM,,,
5,исследования,I-TERM,,,
6,патентных,I-TERM,,,
7,документов,I-TERM,,,
8,и,O,,,
9,научных,O,,,
10,публикаций,O,,,
11,по,O,,,
12,аэрокосмической,O,,,
13,тематике,O,,,
14,",",O,,,
15,которые,O,,,
16,выполнялись,O,,,
17,с,O,,,
18,целью,B-TERM,Q198942,"{'цель', 'устремление', 'целесообразность', 'результат'}","['цель', 'устремление', 'целесообразность', 'результат', 'мысленный образ, управляющий деятельностью']"
19,выявления,I-TERM,,,
20,основных,I-TERM,,,
21,тенденций,I-TERM,,,
22,развития,I-TERM,,,
23,технологий,I-TERM,,,
24,.,O,,,
25,Проведенный,O,,,
26,анализ,B-TERM,Q4330556,"{'объем', 'объем (геометрия'}","['объем', 'объем (геометрия', 'аддитивная функция от множества (мера), характеризующая вместимость области пространства, которую оно занимает']"
27,большого,I-TERM,,,
28,объема,I-TERM,,,
29,данных,I-TERM,,,
30,из,I-TERM,,,
31,информационных,B-TERM,Q37866906,{'информационный ресурс'},['информационный ресурс']
32,ресурсов,I-TERM,,,
33,Thomson,I-TERM,,,
34,Innovation,I-TERM,,,
35,и,O,,,
36,Orbit,O,,,
37,-,O,,,
38,Questel,O,,,
39,позволяет,O,,,
40,нарисовать,O,,,
41,достаточно,O,,,
42,ясную,O,,,
43,картину,O,,,
44,отрасли,O,,,
45,",",O,,,
46,где,O,,,
47,можно,O,,,
48,увидеть,O,,,
49,высокую,O,,,
50,степень,O,,,
51,диверсификации,B-TERM,Q728069,"{'диверсификация', 'дифференциация'}",греческий велогонщик
52,технологий,O,,,
53,",",O,,,
54,сильную,O,,,
55,связь,O,,,
56,с,O,,,
57,фундаментальной,O,,,
58,наукой,B-TERM,Q336,{'наука'},знания на основе исследований и наблюдений
59,",",O,,,
60,специфичность,O,,,
61,рынков,O,,,
62,для,O,,,
63,многих,O,,,
64,видов,B-TERM,Q2897903,"{'товар и услуга', 'услуга или товар', 'продукция', 'товар или услуга'}","['товар и услуга', 'услуга или товар', 'продукция', 'товар или услуга', 'результат производственной, хозяйственной деятельности (средства производства, предметы потребления, услуги)']"
65,продукции,I-TERM,,,
66,",",O,,,
67,малое,O,,,
68,количество,O,,,
69,игроков,B-TERM,Q24114117,"{'профессиональный игрок', 'игрок'}","человек, который играет в азартные игры на профессиональном или развлекательном уровне"
70,",",O,,,
71,активное,O,,,
72,участие,B-TERM,Q3624078,"{'суверенный государство', 'государство', 'независимый государство'}","['суверенный государство', 'государство', 'независимый государство', 'политическая организация с централизованным правительством, имеющая независимые географические владения']"
73,государства,I-TERM,,,
74,.,O,,,
75,Выявлены,O,,,
76,основные,O,,,
77,тематики,O,,,
78,научных,O,,,
79,публикаций,O,,,
80,и,O,,,
81,направления,O,,,
82,патентных,B-TERM,Q42240,{'исследование'},['исследование']
83,исследований,I-TERM,,,
84,в,O,,,
85,сфере,B-TERM,Q1,"{'наш вселенная', 'вселенная', 'мир', 'космос'}","['наш вселенная', 'вселенная', 'мир', 'космос', 'фундаментальное понятие в астрономии и философии, обозначающее совокупность всего, что существует']"
86,космоса,I-TERM,,,
87,в,O,,,
88,целом,O,,,
89,по,O,,,
90,миру,B-TERM,Q16502,"{'свет', 'мир', 'цивилизация', 'земля'}","планета Земля и вся жизнь на ней, включая человеческую цивилизацию"
91,",",O,,,
92,а,O,,,
93,также,O,,,
94,для,O,,,
95,лидеров,O,,,
96,космической,O,,,
97,отрасли,O,,,
98,и,O,,,
99,для,O,,,
100,России,O,,,
101,.,O,,,
