id,token,tag,wiki_id,name,desc
0,На,O,,,
1,основе,O,,,
2,разработанной,O,,,
3,математическая,B-TERM,Q486902,"{'математический моделирование', 'математический модель'}","['математический моделирование', 'математический модель', 'модель для предсказания численных характеристик']"
4,модели,I-TERM,,,
5,движения,I-TERM,,,
6,вагона,I-TERM,,,
7,реализуется,O,,,
8,алгоритм,O,,,
9,идентификации,O,,,
10,для,O,,,
11,оценки,B-TERM,Q486902,"{'математический моделирование', 'математический модель'}","['математический моделирование', 'математический модель', 'модель для предсказания численных характеристик']"
12,параметров,I-TERM,,,
13,математической,I-TERM,,,
14,модели,I-TERM,,,
15,.,O,,,
16,На,O,,,
17,основе,O,,,
18,линеаризованной,O,,,
19,модели,O,,,
20,движения,O,,,
21,реализуется,O,,,
22,алгоритм,O,,,
23,оценивания,O,,,
24,(,O,,,
25,фильтрации,O,,,
26,),O,,,
27,скорости,O,,,
28,движения,O,,,
29,вагона,O,,,
30,.,O,,,
31,Для,O,,,
32,выбранного,O,,,
33,закона,B-TERM,Q50412353,"{'администрация', 'управление'}","['администрация', 'управление', 'общее слово для обозначения деятельности или органов администрирования (в бизнесе или государственном управлении)']"
34,управления,I-TERM,,,
35,движением,O,,,
36,вагона,O,,,
37,проводится,O,,,
38,моделирование,B-TERM,Q1116876,"{'научный моделирование', 'моделирование'}",разработка модели
39,",",O,,,
40,подтверждающее,O,,,
41,работоспособность,B-TERM,Q8366,{'алгоритм'},"['алгоритм', 'набор инструкций, описывающих порядок действий исполнителя для достижения результата решения задачи']"
42,полученных,I-TERM,,,
43,алгоритмов,I-TERM,,,
44,при,O,,,
45,выбранном,O,,,
46,графике,O,,,
47,набора,O,,,
48,скорости,O,,,
49,движения,O,,,
50,вагона,O,,,
51,.,O,,,
