id,token,tag,wiki_id,name,desc
0,Статья,O,,,
1,посвящена,O,,,
2,задаче,B-TERM,Q4183828,"{'задача (шахматы', 'шахматный задача', 'задача'}","['задача (шахматы', 'шахматный задача', 'задача', 'составленная шахматным композитором позиция, в которой одной из сторон предлагается выполнить задание']"
3,рефакторинга,I-TERM,,,
4,UML,I-TERM,,,
5,Refactoring,I-TERM,,,
6,диаграмм,O,,,
7,классов,O,,,
8,",",O,,,
9,на,O,,,
10,основе,O,,,
11,которых,O,,,
12,проектируется,O,,,
13,платформо,O,,,
14,-,O,,,
15,независимая,B-TERM,Q1979154,"{'научный модель', 'эвристический модель', 'параметрический модель', 'структурный модель', 'формализация', 'модель принцип действие', 'модель', 'функционально-физический схема', 'функциональный модель'}","['научный модель', 'эвристический модель', 'параметрический модель', 'структурный модель', 'формализация', 'модель принцип действие', 'модель', 'функционально-физический схема', 'функциональный модель', 'упрощённое представление действительности для экспериментов']"
16,модель,I-TERM,,,
17,объектно,O,,,
18,-,O,,,
19,ориентированной,O,,,
20,архитектуры,B-TERM,Q846636,{'архитектура программный обеспечение'},версия свободной энциклопедии
21,программного,I-TERM,,,
22,обеспечения,I-TERM,,,
23,в,O,,,
24,рамках,O,,,
25,модельно,O,,,
26,ориентированного,O,,,
27,подхода,O,,,
28,",",O,,,
29,предложенного,O,,,
30,организацией,O,,,
31,OMG,O,,,
32,.,O,,,
33,В,O,,,
34,статье,O,,,
35,сформулирована,O,,,
36,формальная,O,,,
37,постановка,B-TERM,Q4374193,"{'постановка+задача', 'постановка задача'}","['постановка+задача', 'постановка задача']"
38,задачи,I-TERM,,,
39,рефакторинга,I-TERM,,,
40,UML,I-TERM,,,
41,-,O,,,
42,диаграмм,O,,,
43,классов,O,,,
44,",",O,,,
45,предложены,O,,,
46,математические,B-TERM,Q815844,"{'метод (программирование', 'метод', 'метод (информатика'}","['метод (программирование', 'метод', 'метод (информатика', 'в программировании - функция или процедура, связанная с классом']"
47,методы,I-TERM,,,
48,задания,I-TERM,,,
49,функции,B-TERM,Q1437428,"{'семантика язык программирование', 'формальный семантика', 'семантика', 'семантический'}","['семантика язык программирование', 'формальный семантика', 'семантика', 'семантический', 'дисциплина, изучающая формализации значений конструкций языков программирования посредством построения их формальных математических моделей']"
50,структурной,I-TERM,,,
51,семантики,I-TERM,,,
52,UML,I-TERM,,,
53,-,O,,,
54,диаграммы,O,,,
55,классов,O,,,
56,и,O,,,
57,описания,O,,,
58,семантически,O,,,
59,эквивалентных,B-TERM,Q1411840,"{'трансформационный метод', 'трансформация'}","['трансформационный метод', 'трансформация']"
60,трансформаций,I-TERM,,,
61,.,O,,,
62,Также,O,,,
63,предложены,O,,,
64,алгоритмы,B-TERM,Q1411840,"{'трансформационный метод', 'трансформация'}","['трансформационный метод', 'трансформация']"
65,трансформации,I-TERM,,,
66,UML,I-TERM,,,
67,-,O,,,
68,диаграмм,O,,,
69,классов,O,,,
70,и,O,,,
71,рефакторинга,O,,,
72,",",O,,,
73,расчета,B-TERM,Q488345,{'расчет'},Культовая американская рок-группа эпохи хиппи
74,объектно,O,,,
75,-,O,,,
76,ориентированных,O,,,
77,метрик,O,,,
78,.,O,,,
79,В,O,,,
80,работе,O,,,
81,представлено,O,,,
82,программное,B-TERM,Q39546,"{'средство', 'оборудование', 'инструмент', 'орудие', 'приспособление', 'устройство'}","['средство', 'оборудование', 'инструмент', 'орудие', 'приспособление', 'устройство', 'искусственный физический объект для выполнения работы, действия']"
83,средство,I-TERM,,,
84,UML,I-TERM,,,
85,Refactoring,O,,,
86,",",O,,,
87,позволяющее,O,,,
88,проводить,O,,,
89,рефакторинг,O,,,
90,UML,O,,,
91,-,O,,,
92,диаграмм,O,,,
93,классов,O,,,
94,",",O,,,
95,представленных,O,,,
96,в,O,,,
97,формате,O,,,
98,XMI,O,,,
99,.,O,,,
100,В,O,,,
101,заключение,O,,,
102,разработана,O,,,
103,методика,O,,,
104,рефакторинга,O,,,
105,UML,O,,,
106,-,O,,,
107,диаграмм,O,,,
108,классов,O,,,
109,при,O,,,
110,помощи,B-TERM,Q39546,"{'средство', 'оборудование', 'инструмент', 'орудие', 'приспособление', 'устройство'}","['средство', 'оборудование', 'инструмент', 'орудие', 'приспособление', 'устройство', 'искусственный физический объект для выполнения работы, действия']"
111,программного,I-TERM,,,
112,средства,I-TERM,,,
113,UML,I-TERM,,,
114,Refactoring,I-TERM,,,
115,.,O,,,
