id,token,tag,wiki_id,name,desc
0,В,O,,,
1,статье,O,,,
2,рассматривается,O,,,
3,теория,B-TERM,Q10859910,"{'логический теория', 'теория'}",формальный способ вывода умозаключений
4,и,O,,,
5,алгоритмы,O,,,
6,",",O,,,
7,лежащие,O,,,
8,в,O,,,
9,основе,B-TERM,Q4230129,{'компьютерный синтез'},"['компьютерный синтез', 'область хемоинформатики']"
10,компьютерного,I-TERM,,,
11,синтеза,I-TERM,,,
12,изображений,I-TERM,,,
13,изображений,I-TERM,,,
14,.,O,,,
15,В,O,,,
16,связи,O,,,
17,с,O,,,
18,отсутствием,O,,,
19,акустической,O,,,
20,3D,O,,,
21,-,O,,,
22,модели,B-TERM,Q2419844,{'сердце человек'},"['сердце человек', 'конусообразный полый мышечный орган']"
23,сердца,I-TERM,,,
24,человека,I-TERM,,,
25,требуемой,O,,,
26,для,O,,,
27,решения,B-TERM,Q730920,"{'решение проблема', 'решение задача'}","['решение проблема', 'решение задача', 'процесс выполнения общих местных или местных действий, направленный на решение проблем']"
28,задачи,I-TERM,,,
29,синтеза,I-TERM,,,
30,",",O,,,
31,авторами,O,,,
32,предложен,O,,,
33,способ,O,,,
34,создания,O,,,
35,таковой,O,,,
36,",",O,,,
37,основанный,O,,,
38,на,O,,,
39,использовании,O,,,
40,существующих,B-TERM,Q3591791,"{'сущий', 'существующий', 'бытие'}","['сущий', 'существующий', 'бытие', 'понятие Хайдеггера']"
41,программных,I-TERM,,,
42,3D,O,,,
43,-,O,,,
44,моделей,B-TERM,Q1979154,"{'научный модель', 'эвристический модель', 'параметрический модель', 'структурный модель', 'формализация', 'модель принцип действие', 'модель', 'функционально-физический схема', 'функциональный модель'}","['научный модель', 'эвристический модель', 'параметрический модель', 'структурный модель', 'формализация', 'модель принцип действие', 'модель', 'функционально-физический схема', 'функциональный модель', 'упрощённое представление действительности для экспериментов']"
45,сердца,I-TERM,,,
46,человека,O,,,
47,.,O,,,
48,Представлены,O,,,
49,результаты,B-TERM,Q198942,"{'цель', 'устремление', 'целесообразность', 'результат'}","['цель', 'устремление', 'целесообразность', 'результат', 'мысленный образ, управляющий деятельностью']"
50,синтеза,I-TERM,,,
51,изображений,O,,,
52,сердечной,O,,,
53,мышцы,O,,,
54,на,O,,,
55,основе,O,,,
56,результатов,B-TERM,Q865811,"{'обобщенный функция', 'пространство обобщенный функция', 'распределение', 'распределение шварц', 'основной функция'}","['обобщенный функция', 'пространство обобщенный функция', 'распределение', 'распределение шварц', 'основной функция', 'функция для статистических величин']"
57,расчета,I-TERM,,,
58,распределений,I-TERM,,,
59,акустических,I-TERM,,,
60,полей,I-TERM,,,
61,в,O,,,
62,существующих,O,,,
63,программных,B-TERM,Q1610017,"{'игра-симулятор', 'компьютерный симулятор', 'симулятор', 'компьютерный игра-симулятор'}","['игра-симулятор', 'компьютерный симулятор', 'симулятор', 'компьютерный игра-симулятор', 'жанр компьютерных игр']"
64,симуляторах,I-TERM,,,
65,.,O,,,
66,Обсуждаются,O,,,
67,проблемы,O,,,
68,",",O,,,
69,которые,O,,,
70,возникают,O,,,
71,при,O,,,
72,создании,O,,,
73,акустических,O,,,
74,3D,O,,,
75,-,O,,,
76,моделей,B-TERM,Q4610556,"{'манекенщица', 'фотомодель', 'модель', 'манекенщик'}","['манекенщица', 'фотомодель', 'модель', 'манекенщик', 'персона, профессионально обученная для демонстрации и рекламирования товаров и/или позирующая для фотографа']"
77,сердца,I-TERM,,,
78,",",O,,,
79,используемых,O,,,
80,далее,O,,,
81,для,O,,,
82,синтеза,B-TERM,Q1134306,"{'синтез', 'синтезирование'}","['синтез', 'синтезирование', 'процесс соединения или объединения']"
83,эхографических,I-TERM,,,
84,изображений,I-TERM,,,
85,.,O,,,
