id,token,tag,wiki_id,name,desc
0,В,O,,,
1,качестве,B-TERM,Q4330518,"{'объект изучение', 'предмет исследование', 'объект исследование', 'исследовать предмет'}","['объект изучение', 'предмет исследование', 'объект исследование', 'исследовать предмет']"
2,объектов,I-TERM,,,
3,исследования,I-TERM,,,
4,в,O,,,
5,данной,B-TERM,Q11826511,"{'научный произведение', 'научный работа', 'публикация', 'научный сочинение', 'статья'}","['научный произведение', 'научный работа', 'публикация', 'научный сочинение', 'статья', 'индивидуальное интеллектуальное произведение в области науки']"
6,статье,I-TERM,,,
7,рассматриваются,O,,,
8,шагающие,O,,,
9,внутритрубные,O,,,
10,роботы,B-TERM,Q11012,{'робот'},автоматическое устройство
11,с,O,,,
12,наиболее,O,,,
13,распространенными,O,,,
14,конструктивными,O,,,
15,плоскими,O,,,
16,и,O,,,
17,пространственной,O,,,
18,схемами,O,,,
19,.,O,,,
20,Для,O,,,
21,них,O,,,
22,обобщенно,O,,,
23,рассмотрены,O,,,
24,подходы,O,,,
25,к,O,,,
26,управлению,B-TERM,Q2732820,"{'синтаксический управление', 'рамка валентность', 'синтаксический подчинение', 'подчинение', 'управление', 'управление (лингвистика'}",зависимость категорий управляемой составляющей
27,движением,O,,,
28,",",O,,,
29,целью,B-TERM,Q198942,"{'цель', 'устремление', 'целесообразность', 'результат'}","['цель', 'устремление', 'целесообразность', 'результат', 'мысленный образ, управляющий деятельностью']"
30,которых,I-TERM,,,
31,является,O,,,
32,реализация,O,,,
33,заданного,O,,,
34,перемещения,O,,,
35,ног,O,,,
36,и,O,,,
37,корпуса,B-TERM,Q620681,"{'установка', 'устройство', 'аппарат', 'станок'}","['установка', 'устройство', 'аппарат', 'станок', 'завершённая совокупность частей или элементов для выполнения какой-либо функции']"
38,устройств,I-TERM,,,
39,с,O,,,
40,учетом,B-TERM,Q170477,"{'дымоход', 'дымовой труба', 'труба'}","['дымоход', 'дымовой труба', 'труба', 'вертикально расположенное трубное устройство для отвода продуктов сгорания в атмосферу']"
41,геометрии,I-TERM,,,
42,трубы,I-TERM,,,
43,.,O,,,
44,Представлен,O,,,
45,обзор,B-TERM,Q959968,"{'автоматический система управление', 'система управление', 'система автоматический управление', 'система автоматизированный управление'}","['автоматический система управление', 'система управление', 'система автоматический управление', 'система автоматизированный управление']"
46,регуляторов,I-TERM,,,
47,системы,I-TERM,,,
48,управления,I-TERM,,,
49,шагов,I-TERM,,,
50,робота,I-TERM,,,
51,по,O,,,
52,трубе,O,,,
53,",",O,,,
54,методов,B-TERM,Q1799072,{'метод'},"['метод', 'систематизированная совокупность шагов, действий, которые необходимо предпринять, чтобы решить определённую задачу или достичь определённых целей']"
55,задания,I-TERM,,,
56,траектории,O,,,
57,и,O,,,
58,ориентации,O,,,
59,корпуса,O,,,
60,устройства,O,,,
61,",",O,,,
62,подходов,O,,,
63,к,O,,,
64,решению,B-TERM,Q1567213,{'обратный задача'},"['обратный задача', 'тип задач, часто возникающий во многих разделах науки, когда значения параметров модели должны быть получены из наблюдаемых данных']"
65,обратной,I-TERM,,,
66,задачи,I-TERM,,,
67,кинематики,I-TERM,,,
68,",",O,,,
69,а,O,,,
70,также,O,,,
71,обзор,B-TERM,Q959968,"{'автоматический система управление', 'система управление', 'система автоматический управление', 'система автоматизированный управление'}","['автоматический система управление', 'система управление', 'система автоматический управление', 'система автоматизированный управление']"
72,регуляторов,I-TERM,,,
73,системы,I-TERM,,,
74,управления,I-TERM,,,
75,",",O,,,
76,позволяющих,O,,,
77,учитывать,O,,,
78,особенности,B-TERM,Q11012,{'робот'},"['робот', 'автоматическое устройство']"
79,контактного,I-TERM,,,
80,взаимодействия,I-TERM,,,
81,робота,I-TERM,,,
82,с,O,,,
83,внутренней,O,,,
84,поверхностью,B-TERM,Q170477,"{'дымоход', 'дымовой труба', 'труба'}","['дымоход', 'дымовой труба', 'труба', 'вертикально расположенное трубное устройство для отвода продуктов сгорания в атмосферу']"
85,трубы,I-TERM,,,
86,",",O,,,
87,и,O,,,
88,их,O,,,
89,сравнительный,B-TERM,Q217602,{'анализ'},['анализ']
90,анализ,I-TERM,,,
91,.,O,,,
