id,token,tag,wiki_id,name,desc
0,В,O,,,
1,статье,O,,,
2,рассмотрена,O,,,
3,новая,O,,,
4,информационная,B-TERM,Q11661,"{'ита', 'информационный технология'}",обработка данных с помощью вычислительной техники.
5,технология,I-TERM,,,
6,",",O,,,
7,связанная,O,,,
8,с,O,,,
9,размещением,B-TERM,Q15810910,"{'функция (программирование', 'функция'}","['функция (программирование', 'функция', 'подпрограмма, которую можно использовать в выражении']"
10,функций,I-TERM,,,
11,по,O,,,
12,свойствам,B-TERM,Q18616576,"{'свойство', 'свойство викидать'}","['свойство', 'свойство викидать', 'одна из составных частей утверждений согласно модели Викиданных']"
13,веществ,I-TERM,,,
14,в,O,,,
15,Интернете,O,,,
16,для,O,,,
17,«,O,,,
18,облачных,O,,,
19,»,O,,,
20,ссылок,O,,,
21,на,O,,,
22,них,O,,,
23,и,O,,,
24,/,O,,,
25,или,O,,,
26,для,O,,,
27,скачивания,O,,,
28,и,O,,,
29,встраивания,O,,,
30,в,O,,,
31,свой,O,,,
32,программный,B-TERM,Q21025364,"{'вика-проект', 'проект википедия', 'википроект', 'пр', 'проект'}","['вика-проект', 'проект википедия', 'википроект', 'пр', 'проект', 'служебные страницы проектов Викимедия для совместной работы']"
33,расчетный,I-TERM,,,
34,проект,I-TERM,,,
35,.,O,,,
36,Рассмотрены,O,,,
37,типичные,O,,,
38,примеры,B-TERM,Q12335479,"{'калька', 'образец', 'копирка', 'шаблон', 'пример', 'копия'}","['калька', 'образец', 'копирка', 'шаблон', 'пример', 'копия', 'инструмент для создания нового предмета, который принимает (наследует) его свойства']"
39,расчетов,I-TERM,,,
40,с,O,,,
41,опорой,O,,,
42,на,O,,,
43,«,O,,,
44,облачные,B-TERM,Q4329310,"{'облачный (гора', 'облачный', 'гора облачный'}",страница значений в проекте Викимедиа
45,»,O,,,
46,функции,B-TERM,Q11348,"{'морфизм', 'математический функция', 'функциональный зависимость', 'функция', 'отображение', 'преобразование', 'f(x', 'оператор'}","математическое бинарное отношение, такое что для каждого элемента слева существует ровно один соответствующий элемент справа"
47,.,O,,,
