id,token,tag,wiki_id,name,desc
0,Полевая,O,,,
1,документация,O,,,
2,в,O,,,
3,большинстве,B-TERM,Q657579,"{'большинство', 'игра в большинство'}","['большинство', 'игра в большинство', 'команда в составе, близком к полному']"
4,случаев,I-TERM,,,
5,ведется,O,,,
6,в,O,,,
7,бумажном,O,,,
8,виде,O,,,
9,с,O,,,
10,использованием,B-TERM,Q69406938,"{'эксплуатация', 'применение', 'использование'}","['эксплуатация', 'применение', 'использование', 'стадия жижненного цикла системы, на которой система используется по назначению']"
11,данных,I-TERM,,,
12,",",O,,,
13,в,O,,,
14,редких,O,,,
15,случаях,B-TERM,Q97663713,"{'случай', 'случай (значение'}","течение русской религиозно-философской мысли, основанное на холистическом мировоззрении, предполагающем телеологически определённую эволюцию Вселенной"
16,используется,O,,,
17,лицензионное,O,,,
18,программное,B-TERM,Q12715472,{'программный обеспечение'},дубликат статьи
19,обеспечение,I-TERM,,,
20,.,O,,,
21,Это,O,,,
22,связано,O,,,
23,с,O,,,
24,высокой,O,,,
25,стоимостью,B-TERM,Q868257,"{'стоимость', 'закон стоимость', 'меновой стоимость'}","['стоимость', 'закон стоимость', 'меновой стоимость', 'выраженная в деньгах ценность чего-либо']"
26,оборудования,I-TERM,,,
27,и,O,,,
28,основными,O,,,
29,финансовыми,O,,,
30,вложениями,O,,,
31,именно,O,,,
32,в,O,,,
33,оборудование,O,,,
34,и,O,,,
35,технологии,O,,,
36,бурения,B-TERM,Q12177444,{'бурение'},шаблон проекта Викимедиа
37,",",O,,,
38,а,O,,,
39,не,O,,,
40,средства,O,,,
41,документирования,O,,,
42,.,O,,,
43,В,O,,,
44,работе,O,,,
45,предлагается,O,,,
46,описание,O,,,
47,построения,O,,,
48,универсальной,O,,,
49,программы,O,,,
50,ведения,O,,,
51,полевой,O,,,
52,геологической,O,,,
53,документации,O,,,
54,",",O,,,
55,которая,O,,,
56,решает,O,,,
57,существенную,O,,,
58,часть,O,,,
59,задач,O,,,
60,своих,O,,,
61,конкурентов,O,,,
62,в,O,,,
63,части,O,,,
64,ведения,O,,,
65,полевого,O,,,
66,журнала,O,,,
67,.,O,,,
68,В,O,,,
69,работе,O,,,
70,описаны,O,,,
71,основные,O,,,
72,требования,O,,,
73,к,O,,,
74,программе,O,,,
75,ведения,O,,,
76,геологической,O,,,
77,документации,O,,,
78,",",O,,,
79,сформулированы,O,,,
80,ее,O,,,
81,ограничения,O,,,
82,",",O,,,
83,предложены,O,,,
84,решения,O,,,
85,по,O,,,
86,каждой,O,,,
87,из,O,,,
88,ключевых,B-TERM,Q4183828,"{'задача (шахматы', 'шахматный задача', 'задача'}","['задача (шахматы', 'шахматный задача', 'задача', 'составленная шахматным композитором позиция, в которой одной из сторон предлагается выполнить задание']"
89,задач,I-TERM,,,
90,разработки,I-TERM,,,
91,",",O,,,
92,приведены,O,,,
93,принципиальные,O,,,
94,фрагменты,B-TERM,Q128751,"{'код', 'исходник', 'исходный текст', 'листинг', 'исходный код', 'программный код'}","['код', 'исходник', 'исходный текст', 'листинг', 'исходный код', 'программный код', 'Текст компьютерной программы на каком-либо языке программирования или языке разметки.']"
95,программного,I-TERM,,,
96,кода,I-TERM,,,
97,на,O,,,
98,Java,O,,,
99,.,O,,,
100,Описаны,O,,,
101,подходы,O,,,
102,к,O,,,
103,формированию,O,,,
104,текстового,O,,,
105,описания,O,,,
106,для,O,,,
107,каждого,B-TERM,Q12379015,{'интервал'},"['интервал', 'пространственный или временной промежуток, который может быть измерен']"
108,интервала,I-TERM,,,
109,с,O,,,
110,использованием,O,,,
111,скриптового,B-TERM,Q187432,"{'сценарный язык', 'скриптовый язык', 'язык сценарий', 'сценарный язык программирование'}","['сценарный язык', 'скриптовый язык', 'язык сценарий', 'сценарный язык программирование', 'язык прикладного программирования']"
112,языка,I-TERM,,,
113,JavaScript,I-TERM,,,
114,",",O,,,
115,в,O,,,
116,том,O,,,
117,числе,O,,,
118,с,O,,,
119,использованием,O,,,
120,данных,B-TERM,Q19038643,{'по'},['по']
121,по,I-TERM,,,
122,подынтервалам,B-TERM, , , 
123,.,O,,,
