id,token,tag,wiki_id,name,desc
0,В,O,,,
1,статье,O,,,
2,предлагается,O,,,
3,полный,O,,,
4,минимальный,O,,,
5,список,B-TERM,Q18616576,"{'свойство', 'свойство викидать'}","['свойство', 'свойство викидать', 'одна из составных частей утверждений согласно модели Викиданных']"
6,свойств,I-TERM,,,
7,",",O,,,
8,присущих,O,,,
9,интеллектуальным,B-TERM,Q19616187,{'интеллектуальный система'},сельское поселение в Октябрьском районе Волгоградской области России
10,системам,I-TERM,,,
11,на,O,,,
12,человеческом,O,,,
13,уровне,O,,,
14,.,O,,,
15,Интеллект,B-TERM,Q83500,{'интеллект'},"качество психики, состоящее из способности приспосабливаться к новым ситуациям, способности к обучению и запоминанию на основе опыта, пониманию"
16,представлен,O,,,
17,с,O,,,
18,алгоритмической,O,,,
19,точки,B-TERM,Q20978643,{'точка зрение'},(философское понятие)
20,зрения,I-TERM,,,
21,и,O,,,
22,рассматривается,O,,,
23,как,O,,,
24,способность,B-TERM,Q1347367,{'способность'},деятельностное свойство человека
25,генерировать,O,,,
26,принципиально,O,,,
27,новые,O,,,
28,алгоритмы,O,,,
29,сжатия,O,,,
30,.,O,,,
31,Сознание,B-TERM,Q7087,{'сознание'},состояние внутреннего мира человека
32,рассмотрено,O,,,
33,как,O,,,
34,важное,O,,,
35,свойство,B-TERM,Q19616187,{'интеллектуальный система'},['интеллектуальный система']
36,интеллектуальной,I-TERM,,,
37,системы,I-TERM,,,
38,.,O,,,
39,Предложен,O,,,
40,подход,O,,,
41,к,O,,,
42,сознанию,B-TERM,Q16301355,{'сознание'},в психологии
43,",",O,,,
44,как,O,,,
45,механизму,O,,,
46,интеграции,B-TERM,Q11028,"{'информация', 'сведение'}","['информация', 'сведение', 'сведения, не зависящие от формы их представления']"
47,информации,I-TERM,,,
48,из,O,,,
49,трех,O,,,
50,компонентов,B-TERM,Q7682878,"{'компонент', 'нормальный компонент', 'касательная компонент', 'касательная и нормальный компонент'}",категория в проекте Викимедиа
51,.,O,,,
52,Показано,O,,,
53,",",O,,,
54,что,O,,,
55,интеллектуальная,B-TERM,Q19616187,{'интеллектуальный система'},сельское поселение в Октябрьском районе Волгоградской области России
56,система,I-TERM,,,
57,должна,O,,,
58,состоять,O,,,
59,из,O,,,
60,отдельных,O,,,
61,самоорганизующихся,O,,,
62,частей,O,,,
63,.,O,,,
64,Предложено,O,,,
65,понятие,O,,,
66,эгоистичного,B-TERM,Q11660,"{'ия', 'искусственный интеллект'}","['ия', 'искусственный интеллект', 'наука и технология создания интеллектуальных машин, особенно интеллектуальных компьютерных программ']"
67,искусственного,I-TERM,,,
68,интеллекта,I-TERM,,,
69,",",O,,,
70,как,O,,,
71,подхода,O,,,
72,к,O,,,
73,созданию,B-TERM,Q83500,{'интеллект'},"['интеллект', 'качество психики, состоящее из способности приспосабливаться к новым ситуациям, способности к обучению и запоминанию на основе опыта, пониманию']"
74,интеллекта,I-TERM,,,
75,",",O,,,
76,достигающего,O,,,
77,человеческого,O,,,
78,уровня,O,,,
79,",",O,,,
80,основанного,O,,,
81,на,O,,,
82,принципе,B-TERM,Q12609286,"{'божественный принцип', 'принцип'}","['божественный принцип', 'принцип', 'Изложение Божественного Принципа']"
83,саморазвития,I-TERM,,,
84,",",O,,,
85,автономности,O,,,
86,и,O,,,
87,самоорганизации,B-TERM,Q609408,{'самоорганизация'},страница значений в проекте Викимедиа
88,",",O,,,
89,а,O,,,
90,не,O,,,
91,достижению,O,,,
92,каких,O,,,
93,-,O,,,
94,либо,O,,,
95,целей,B-TERM,Q198942,"{'цель', 'устремление', 'целесообразность', 'результат'}","мысленный образ, управляющий деятельностью"
96,",",O,,,
97,поставленных,O,,,
98,перед,O,,,
99,интеллектуальной,B-TERM,Q19616187,{'интеллектуальный система'},сельское поселение в Октябрьском районе Волгоградской области России
100,системой,I-TERM,,,
101,.,O,,,
102,Предложено,O,,,
103,четыре,O,,,
104,постулата,B-TERM,Q83500,{'интеллект'},"['интеллект', 'качество психики, состоящее из способности приспосабливаться к новым ситуациям, способности к обучению и запоминанию на основе опыта, пониманию']"
105,интеллекта,I-TERM,,,
106,",",O,,,
107,которые,O,,,
108,могут,O,,,
109,помочь,O,,,
110,прояснить,O,,,
111,понимание,B-TERM,Q221113,"{'artificial intelligence: ai', 'искусственный интеллект', 'искусственный разум'}","['artificial intelligence: ai', 'искусственный интеллект', 'искусственный разум']"
112,сильного,I-TERM,,,
113,искусственного,I-TERM,,,
114,интеллекта,I-TERM,,,
115,.,O,,,
