id,token,tag,wiki_id,name,desc
0,Представлен,O,,,
1,один,O,,,
2,из,O,,,
3,вариантов,O,,,
4,реализации,O,,,
5,типовой,O,,,
6,для,O,,,
7,информационных,B-TERM,Q121182,"{'документальный система', 'иса', 'иса - информационный система', 'автоматизированный информационный система', 'инфосистема', 'государственный информационный система', 'документальный информационный система', 'информационный система'}","['документальный система', 'иса', 'иса - информационный система', 'автоматизированный информационный система', 'инфосистема', 'государственный информационный система', 'документальный информационный система', 'информационный система', 'система для хранения, поиска и обработки информации']"
8,систем,I-TERM,,,
9,задачи,I-TERM,,,
10,—,O,,,
11,построение,O,,,
12,сводного,B-TERM,Q10870555,"{'рапорт', 'отчет', 'доклад'}","['рапорт', 'отчет', 'доклад']"
13,статистического,I-TERM,,,
14,отчета,I-TERM,,,
15,.,O,,,
16,Рассматриваются,O,,,
17,аспекты,O,,,
18,применения,O,,,
19,технологии,O,,,
20,OLAP,B-TERM,Q642514,{'olap'},сингл
21,.,O,,,
22,Предлагается,O,,,
23,альтернативный,O,,,
24,подход,O,,,
25,реализации,O,,,
26,сводных,O,,,
27,отчетов,O,,,
28,",",O,,,
29,не,O,,,
30,требующий,O,,,
31,внедрения,O,,,
32,OLAP,B-TERM,Q642514,{'olap'},сингл
33,-,O,,,
34,системы,B-TERM,Q557685,"{'установка', 'система', 'трубопровод', 'сборка'}",сборка или установка машин или другого оборудования (включая малые)
35,.,O,,,
36,На,O,,,
37,практическом,O,,,
38,примере,O,,,
39,разработки,O,,,
40,отчета,O,,,
41,ВПО,O,,,
42,проводится,O,,,
43,сравнение,B-TERM,Q21075690,{'решение'},"['решение', 'действие, план или другое средство, которое используется или предназначено для решения проблемы']"
44,стандартного,I-TERM,,,
45,варианта,I-TERM,,,
46,решения,I-TERM,,,
47,для,O,,,
48,реляционных,B-TERM,Q192588,"{'реляционный база данные', 'реляционный бд'}","территория, от которой избирается выборное должностное лицо"
49,баз,I-TERM,,,
50,данных,I-TERM,,,
51,—,O,,,
52,написание,B-TERM,Q64869419,"{'команда', 'ii европейский игра > команда'}","['команда', 'ii европейский игра > команда', 'профили членов сборной Белоруссии на Европейских играх 2019']"
53,команды,I-TERM,,,
54,на,O,,,
55,структурированном,O,,,
56,языке,B-TERM,Q845739,"{'язык запрос', 'язык поисковый запрос'}",коммуна во Франции
57,запросов,I-TERM,,,
58,(,O,,,
59,T,O,,,
60,-,O,,,
61,SQL,O,,,
62,),O,,,
63,и,O,,,
64,предлагаемого,O,,,
65,метода,B-TERM, , , 
66,—,O,,,
67,реализации,O,,,
68,процедуры,O,,,
69,",",O,,,
70,позволяющей,O,,,
71,получить,O,,,
72,как,O,,,
73,сводные,O,,,
74,данные,B-TERM,Q494756,"{'поле данные (информатика', 'данные (в информатика', 'информация', 'данные', 'данные (информатика', 'компьютерный данные', 'формальный данные'}",формализованные данные для автоматической обработки
75,",",O,,,
76,так,O,,,
77,и,O,,,
78,детализацию,O,,,
79,каждой,O,,,
80,отдельной,O,,,
81,ячейки,O,,,
82,сводки,O,,,
83,.,O,,,
84,Представлена,O,,,
85,блок,O,,,
86,-,O,,,
87,схема,O,,,
88,процедуры,O,,,
89,и,O,,,
90,выдержки,B-TERM,Q128751,"{'код', 'исходник', 'исходный текст', 'листинг', 'исходный код', 'программный код'}","['код', 'исходник', 'исходный текст', 'листинг', 'исходный код', 'программный код', 'Текст компьютерной программы на каком-либо языке программирования или языке разметки.']"
91,программного,I-TERM,,,
92,кода,I-TERM,,,
93,.,O,,,
94,На,O,,,
95,основании,O,,,
96,апробации,O,,,
97,в,O,,,
98,информационных,B-TERM,Q121182,"{'документальный система', 'иса', 'иса - информационный система', 'автоматизированный информационный система', 'инфосистема', 'государственный информационный система', 'документальный информационный система', 'информационный система'}","система для хранения, поиска и обработки информации"
99,системах,I-TERM,,,
100,НИУ,O,,,
101,МЭИ,O,,,
102,и,O,,,
103,представленных,O,,,
104,результатах,B-TERM,Q17104930,"{'исход', 'результат'}","['исход', 'результат', 'возможный результат эксперимента']"
105,тестирования,I-TERM,,,
106,на,O,,,
107,выборках,B-TERM,Q322481,{'размер'},"['размер', 'метрическая величина']"
108,различного,I-TERM,,,
109,размера,I-TERM,,,
110,выделены,O,,,
111,плюсы,O,,,
112,и,O,,,
113,минусы,B-TERM,Q1799072,{'метод'},"['метод', 'систематизированная совокупность шагов, действий, которые необходимо предпринять, чтобы решить определённую задачу или достичь определённых целей']"
114,метода,I-TERM,,,
115,",",O,,,
116,даны,B-TERM,Q373498,"{'давать (разряд', 'давать'}",уровень мастерства в некоторых видах спорта
117,рекомендации,O,,,
118,по,O,,,
119,использованию,O,,,
120,и,O,,,
121,перспективные,O,,,
122,направления,B-TERM,Q2151613,{'направление'},['направление']
123,развития,I-TERM,,,
124,.,O,,,
