id,token,tag,wiki_id,name,desc
0,Рассмотрены,O,,,
1,модификации,B-TERM,Q1900936,"{'алгорифма марков', 'нормальный алгоритм марков', 'нормальный алгорифма', 'нормальный алгоритм', 'автомат марков', 'алгоритм марков', 'нормальный алгорифма марков'}","['алгорифма марков', 'нормальный алгоритм марков', 'нормальный алгорифма', 'нормальный алгоритм', 'автомат марков', 'алгоритм марков', 'нормальный алгорифма марков']"
2,нормальных,I-TERM,,,
3,алгоритмов,I-TERM,,,
4,Маркова,O,,,
5,.,O,,,
6,Предложены,O,,,
7,способы,O,,,
8,сведения,O,,,
9,нормальных,B-TERM,Q7051829,{'нормальный схема'},['нормальный схема']
10,схем,I-TERM,,,
11,самомодифицируемых,I-TERM,,,
12,алгоритмов,I-TERM,,,
13,и,O,,,
14,линейных,B-TERM,Q1900936,"{'алгорифма марков', 'нормальный алгоритм марков', 'нормальный алгорифма', 'нормальный алгоритм', 'автомат марков', 'алгоритм марков', 'нормальный алгорифма марков'}","['алгорифма марков', 'нормальный алгоритм марков', 'нормальный алгорифма', 'нормальный алгоритм', 'автомат марков', 'алгоритм марков', 'нормальный алгорифма марков']"
15,нормальных,I-TERM,,,
16,алгоритмов,I-TERM,,,
17,к,O,,,
18,обобщениям,O,,,
19,Н,O,,,
20,.,O,,,
21,М,O,,,
22,.,O,,,
23,Нагорного,O,,,
24,.,O,,,
25,Предложены,O,,,
26,нормальные,O,,,
27,схемы,O,,,
28,обобщений,O,,,
29,Н,O,,,
30,.,O,,,
31,М,O,,,
32,.,O,,,
33,Нагорного,O,,,
34,",",O,,,
35,которые,O,,,
36,не,O,,,
37,могут,O,,,
38,сведены,O,,,
39,к,O,,,
40,самомодифицируемым,O,,,
41,и,O,,,
42,линейным,O,,,
43,нормальным,O,,,
44,алгоритмам,B-TERM,Q8366,{'алгоритм'},"набор инструкций, описывающих порядок действий исполнителя для достижения результата решения задачи"
45,.,O,,,
46,На,O,,,
47,основании,O,,,
48,этого,O,,,
49,сделан,O,,,
50,вывод,O,,,
51,о,O,,,
52,том,O,,,
53,",",O,,,
54,что,O,,,
55,обобщения,O,,,
56,Н,O,,,
57,.,O,,,
58,М,O,,,
59,.,O,,,
60,Нагорного,O,,,
61,являются,O,,,
62,наиболее,O,,,
63,общей,B-TERM,Q4330337,"{'общий', 'общий (морозовский район'}","['общий', 'общий (морозовский район', 'хутор в Морозовском районе Ростовской области России']"
64,модификацией,I-TERM,,,
65,из,O,,,
66,числа,O,,,
67,рассмотренных,O,,,
68,в,O,,,
69,статье,O,,,
70,.,O,,,
