id,token,tag,wiki_id,name,desc
0,Tangible,O,,,
1,user,O,,,
2,interface,O,,,
3,(,O,,,
4,TUI,O,,,
5,),O,,,
6,на,O,,,
7,русский,O,,,
8,язык,B-TERM,Q4113741,"{'язык как система коммуникация', 'модель язык', 'языковой модель', 'система, языковой', 'языковой система', 'язык как знаковый система', 'язык как система', 'язык', 'система язык'}",формализованное представление о языке
9,можно,O,,,
10,перевести,O,,,
11,как,O,,,
12,«,O,,,
13,материальный,O,,,
14,»,O,,,
15,или,O,,,
16,«,O,,,
17,ощутимый,O,,,
18,»,O,,,
19,интерфейс,B-TERM,Q47146,"{'способ ввод', 'пользовательский интерфейс', 'ui', 'интерфейс пользователь'}","интерфейс, обеспечивающий передачу информации между пользователем-человеком и программно-аппаратными компонентами компьютерной системы"
20,пользователя,I-TERM,,,
21,.,O,,,
22,В,O,,,
23,настоящей,O,,,
24,статье,O,,,
25,делается,O,,,
26,обзор,O,,,
27,современных,O,,,
28,технических,O,,,
29,средств,O,,,
30,",",O,,,
31,используемых,O,,,
32,при,O,,,
33,построении,O,,,
34,материальных,B-TERM,Q1468691,"{'материальный пользовательский интерфейс', 'материальный интерфейс пользователь'}","официальное научное учреждение в подчинении Женералитата (правительства) Автономного сообщества Валенсия, главной целью которой является выработка нормативов валенсийского языка (диалекта) на основе так. наз. кастельонских норм"
35,пользовательских,I-TERM,,,
36,интерфейсов,I-TERM,,,
37,.,O,,,
38,Обзор,O,,,
39,нацелен,O,,,
40,на,O,,,
41,определение,B-TERM,Q69406938,"{'эксплуатация', 'применение', 'использование'}","['эксплуатация', 'применение', 'использование', 'стадия жижненного цикла системы, на которой система используется по назначению']"
42,возможностей,I-TERM,,,
43,использования,I-TERM,,,
44,TUI,I-TERM,,,
45,как,O,,,
46,расширение,O,,,
47,человеко,B-TERM, , , 
48,-,I-TERM,,,
49,компьютерного,B-TERM,Q1665869,{'взаимодействие'},['взаимодействие']
50,взаимодействия,I-TERM,,,
51,в,O,,,
52,технологиях,B-TERM,Q1067402,"{'игрофикация', 'геймификация'}","['игрофикация', 'геймификация']"
53,геймификации,I-TERM,,,
54,.,O,,,
