id,token,tag,wiki_id,name,desc
0,В,O,,,
1,статье,O,,,
2,рассмотрена,O,,,
3,задача,B-TERM,Q1166625,"{'задача', 'математический теорема или задача', 'задача (математика', 'математический проблема', 'математический задача'}","['задача', 'математический теорема или задача', 'задача (математика', 'математический проблема', 'математический задача']"
4,определения,I-TERM,,,
5,вероятности,I-TERM,,,
6,получения,I-TERM,,,
7,гиперболы,I-TERM,,,
8,или,O,,,
9,эллипса,B-TERM,Q40112,{'эллипс'},кривая второго порядка
10,",",O,,,
11,проходящих,O,,,
12,через,O,,,
13,пять,O,,,
14,случайных,O,,,
15,точек,O,,,
16,на,O,,,
17,плоскости,B-TERM,Q18175806,{'плоскость'},серия «Доктора Кто»
18,.,O,,,
19,Рассмотрена,O,,,
20,технология,O,,,
21,решения,O,,,
22,математических,O,,,
23,и,O,,,
24,прочих,O,,,
25,задач,O,,,
26,посредством,O,,,
27,обращения,O,,,
28,на,O,,,
29,специализированные,O,,,
30,форумы,B-TERM,Q3845375,{'форум'},"['форум', 'мероприятие, проводимое для обозначения или решения каких-либо в достаточной степени глобальных проблем']"
31,Интернета,I-TERM,,,
32,.,O,,,
33,Обсуждаются,O,,,
34,вопросы,O,,,
35,современных,B-TERM,Q352842,"{'преподавание', 'учеба', 'учебный работа', 'учение', 'обучение', 'учительство'}","['преподавание', 'учеба', 'учебный работа', 'учение', 'обучение', 'учительство', 'передача знаний и навыков']"
36,методов,I-TERM,,,
37,преподавания,I-TERM,,,
38,математики,I-TERM,,,
39,в,O,,,
40,инженерном,O,,,
41,вузе,O,,,
42,.,O,,,
