id,token,tag,wiki_id,name,desc
0,На,O,,,
1,основе,B-TERM,Q69406938,"{'эксплуатация', 'применение', 'использование'}","['эксплуатация', 'применение', 'использование', 'стадия жижненного цикла системы, на которой система используется по назначению']"
2,применения,I-TERM,,,
3,секвентного,I-TERM,,,
4,базиса,I-TERM,,,
5,для,O,,,
6,измерительных,B-TERM,Q494756,"{'поле данные (информатика', 'данные (в информатика', 'информация', 'данные', 'данные (информатика', 'компьютерный данные', 'формальный данные'}","['поле данные (информатика', 'данные (в информатика', 'информация', 'данные', 'данные (информатика', 'компьютерный данные', 'формальный данные', 'формализованные данные для автоматической обработки']"
7,данных,I-TERM,,,
8,акустического,I-TERM,,,
9,мониторинга,I-TERM,,,
10,сложных,I-TERM,,,
11,пространственно,O,,,
12,-,O,,,
13,распределенных,B-TERM,Q3679502,"{'система труба', 'трубопровод', 'трубопроводный система'}","['система труба', 'трубопровод', 'трубопроводный система', 'система труб для транспорта газов или жидкостей']"
14,трубопроводных,I-TERM,,,
15,систем,I-TERM,,,
16,разработаны,O,,,
17,методы,B-TERM,Q815844,"{'метод (программирование', 'метод', 'метод (информатика'}","в программировании - функция или процедура, связанная с классом"
18,и,O,,,
19,программно,O,,,
20,-,O,,,
21,математические,B-TERM,Q39546,"{'средство', 'оборудование', 'инструмент', 'орудие', 'приспособление', 'устройство'}","['средство', 'оборудование', 'инструмент', 'орудие', 'приспособление', 'устройство', 'искусственный физический объект для выполнения работы, действия']"
22,средства,I-TERM,,,
23,оперативной,O,,,
24,диагностики,O,,,
25,в,O,,,
26,режиме,O,,,
27,реального,O,,,
28,времени,O,,,
29,.,O,,,
30,Разработаны,O,,,
31,и,O,,,
32,реализованы,O,,,
33,в,O,,,
34,MATLAB,O,,,
35,алгоритмы,O,,,
36,для,O,,,
37,оперативного,B-TERM,Q994895,{'технический система'},['технический система']
38,контроля,I-TERM,,,
39,технических,I-TERM,,,
40,систем,I-TERM,,,
41,",",O,,,
42,включая,O,,,
43,:,O,,,
44,метод,B-TERM,Q11348,"{'морфизм', 'математический функция', 'функциональный зависимость', 'функция', 'отображение', 'преобразование', 'f(x', 'оператор'}","['морфизм', 'математический функция', 'функциональный зависимость', 'функция', 'отображение', 'преобразование', 'f(x', 'оператор', 'математическое бинарное отношение, такое что для каждого элемента слева существует ровно один соответствующий элемент справа']"
45,синтеза,I-TERM,,,
46,базисных,I-TERM,,,
47,секвентных,I-TERM,,,
48,функций,I-TERM,,,
49,сокращение,O,,,
50,базиса,B-TERM,Q189569,"{'базис', 'базис вектор', 'базис векторный пространство'}",множество векторов
51,),O,,,
52,и,O,,,
53,способ,O,,,
54,визуализации,B-TERM,Q230855,"{'состояние физический система', 'состояние'}","['состояние физический система', 'состояние', 'исчерпывающий набор свойств физической системы']"
55,состояний,I-TERM,,,
56,в,O,,,
57,виде,O,,,
58,диагностической,O,,,
59,функции,B-TERM,Q11348,"{'морфизм', 'математический функция', 'функциональный зависимость', 'функция', 'отображение', 'преобразование', 'f(x', 'оператор'}","математическое бинарное отношение, такое что для каждого элемента слева существует ровно один соответствующий элемент справа"
60,;,O,,,
61,метод,B-TERM,Q11348,"{'морфизм', 'математический функция', 'функциональный зависимость', 'функция', 'отображение', 'преобразование', 'f(x', 'оператор'}","['морфизм', 'математический функция', 'функциональный зависимость', 'функция', 'отображение', 'преобразование', 'f(x', 'оператор', 'математическое бинарное отношение, такое что для каждого элемента слева существует ровно один соответствующий элемент справа']"
62,синтеза,I-TERM,,,
63,базисных,I-TERM,,,
64,секвентных,I-TERM,,,
65,функций,I-TERM,,,
66,",",O,,,
67,позволяющий,O,,,
68,получить,O,,,
69,базис,B-TERM,Q189569,"{'базис', 'базис вектор', 'базис векторный пространство'}",множество векторов
70,со,O,,,
71,специальными,O,,,
72,свойствами,B-TERM,Q31208391,"{'свойство', 'характеристика', 'атрибут', 'предикат', 'параметр'}","позиция в RDF triple, часть от RDF; между субъектом и объектом есть определённое отношение, выраженное предикатом; направленное отношение"
73,для,O,,,
74,произвольных,B-TERM,Q1412443,"{'сигнал (unix', 'сигнал'}","['сигнал (unix', 'сигнал', 'асинхронное уведомление процесса о каком-либо событии для взаимодействия между процессами']"
75,логических,I-TERM,,,
76,координат,I-TERM,,,
77,выходных,I-TERM,,,
78,сигналов,I-TERM,,,
79,",",O,,,
80,учитывая,O,,,
81,геометрические,O,,,
82,и,O,,,
83,структурные,O,,,
84,свойства,B-TERM,Q994895,{'технический система'},['технический система']
85,технических,I-TERM,,,
86,систем,I-TERM,,,
87,.,O,,,
88,Приведены,O,,,
89,примеры,O,,,
90,внедрения,O,,,
91,на,O,,,
92,реальном,O,,,
93,промышленном,O,,,
94,объекте,O,,,
95,.,O,,,
