id,token,tag,wiki_id,name,desc
0,Рассматриваются,O,,,
1,подходы,O,,,
2,к,O,,,
3,решению,B-TERM,Q730920,"{'решение проблема', 'решение задача'}","['решение проблема', 'решение задача', 'процесс выполнения общих местных или местных действий, направленный на решение проблем']"
4,задачи,I-TERM,,,
5,поиска,I-TERM,,,
6,параметров,I-TERM,,,
7,SVM,I-TERM,,,
8,-,O,,,
9,классификатора,O,,,
10,на,O,,,
11,основе,B-TERM,Q8366,{'алгоритм'},"['алгоритм', 'набор инструкций, описывающих порядок действий исполнителя для достижения результата решения задачи']"
12,гибридизации,I-TERM,,,
13,алгоритма,I-TERM,,,
14,роя,I-TERM,,,
15,частиц,I-TERM,,,
16,(,O,,,
17,PSO,O,,,
18,-,O,,,
19,алгоритм,O,,,
20,),O,,,
21,и,O,,,
22,алгоритмов,B-TERM,Q755673,"{'алгоритм поиск', 'поиск (информатика'}",поиск в информатике
23,поиска,I-TERM,,,
24,по,O,,,
25,сетке,O,,,
26,с,O,,,
27,целью,B-TERM,Q574512,"{'ценность шахматный фигура', 'качество (шахматы', 'качество'}","['ценность шахматный фигура', 'качество (шахматы', 'качество', 'ценность шахматных фигур, которая выражает преимущество ладьи перед лёгкой фигурой (конем или слоном)']"
28,сокращения,I-TERM,,,
29,высокого,I-TERM,,,
30,качества,I-TERM,,,
31,классификационных,I-TERM,,,
32,решений,I-TERM,,,
33,.,O,,,
34,В,O,,,
35,работе,O,,,
36,представлены,O,,,
37,две,O,,,
38,гибридные,O,,,
39,версии,O,,,
40,базового,O,,,
41,PSO,O,,,
42,-,O,,,
43,алгоритма,O,,,
44,",",O,,,
45,предполагающие,O,,,
46,использование,O,,,
47,соответственно,O,,,
48,классического,O,,,
49,алгоритма,O,,,
50,Grid,O,,,
51,Search,O,,,
52,(,O,,,
53,GS,O,,,
54,-,O,,,
55,алгоритм,O,,,
56,),O,,,
57,и,O,,,
58,алгоритма,O,,,
59,Design,O,,,
60,of,O,,,
61,Experiment,O,,,
62,(,O,,,
63,DOE,O,,,
64,-,O,,,
65,алгоритм,O,,,
66,),O,,,
67,.,O,,,
68,При,O,,,
69,этом,O,,,
70,в,O,,,
71,качестве,O,,,
72,базового,O,,,
73,используется,O,,,
74,канонический,O,,,
75,PSO,O,,,
76,-,O,,,
77,алгоритм,O,,,
78,.,O,,,
79,Результаты,O,,,
80,проведенных,O,,,
81,исследований,B-TERM,Q42240,{'исследование'},семейство животных
82,демонстрируют,O,,,
83,целесообразность,O,,,
84,применения,O,,,
85,гибридных,O,,,
86,версий,O,,,
87,базового,O,,,
88,PSO,O,,,
89,-,O,,,
90,алгоритма,O,,,
91,с,O,,,
92,целью,B-TERM,Q4503831,"{'цель', 'устремление', 'цель (психология'}","то, для чего или ради чего; предмет стремления"
93,сокращения,B-TERM,Q102786,"{'аббревиатура', 'сложносокращенный слово', 'сокращение'}","['аббревиатура', 'сложносокращенный слово', 'сокращение', 'сокращённая форма слова или фразы']"
94,временных,I-TERM,,,
95,затрат,I-TERM,,,
96,на,O,,,
97,поиск,O,,,
98,оптимальных,B-TERM,Q1410440,"{'передача параметр', 'формальный аргумент', 'параметр функция', 'параметр', 'формальный параметр'}","['передача параметр', 'формальный аргумент', 'параметр функция', 'параметр', 'формальный параметр', 'переменная, влияющая на значение функции']"
99,значений,I-TERM,,,
100,параметров,I-TERM,,,
101,SVM,O,,,
102,-,O,,,
103,классификатора,O,,,
104,при,O,,,
105,сохранении,O,,,
106,высокого,O,,,
107,качества,O,,,
108,его,O,,,
109,классификационных,B-TERM,Q96051618,{'решение'},"['решение', 'нормативный правовой акт в Российской Федерации, принимаемый на уровне муниципального образования']"
110,решений,I-TERM,,,
111,.,O,,,
