id,token,tag,wiki_id,name,desc
0,Рассматривается,O,,,
1,вопрос,O,,,
2,идентификации,B-TERM,Q486902,"{'математический моделирование', 'математический модель'}","['математический моделирование', 'математический модель', 'модель для предсказания численных характеристик']"
3,математической,I-TERM,,,
4,модели,I-TERM,,,
5,",",O,,,
6,имитирующей,O,,,
7,технологический,B-TERM,Q743447,{'каталитический риформинг'},['каталитический риформинг']
8,процесс,I-TERM,,,
9,блока,I-TERM,,,
10,каталитического,I-TERM,,,
11,риформинга,I-TERM,,,
12,.,O,,,
13,Структурная,O,,,
14,и,O,,,
15,параметрическая,O,,,
16,идентификация,O,,,
17,проводится,O,,,
18,по,O,,,
19,квази,O,,,
20,-,O,,,
21,экспериментальным,O,,,
22,данным,O,,,
23,",",O,,,
24,описывающим,O,,,
25,фазовую,O,,,
26,траекторию,O,,,
27,движения,B-TERM,Q639588,{'объект управление'},['объект управление']
28,объекта,I-TERM,,,
29,управления,I-TERM,,,
30,в,O,,,
31,фазовом,B-TERM,Q638328,"{'теория динамический система', 'динамический система'}","['теория динамический система', 'динамический система', 'математическая модель объекта, процесса или явления; множество элементов, для которого задана функциональная зависимость между временем и положением в фазовом пространстве каждого элемента системы']"
32,пространстве,I-TERM,,,
33,динамической,I-TERM,,,
34,системы,I-TERM,,,
35,.,O,,,
36,Показано,O,,,
37,успешное,O,,,
38,применение,O,,,
39,инженерного,O,,,
40,подхода,O,,,
41,в,O,,,
42,описании,O,,,
43,сложного,B-TERM,Q205663,"{'процесс (информатика', 'процесс', 'вычислительный процесс'}","['процесс (информатика', 'процесс', 'вычислительный процесс', 'конкретный экземпляр вычислений на компьютере']"
44,технологического,I-TERM,,,
45,процесса,I-TERM,,,
46,с,O,,,
47,помощью,O,,,
48,экспериментально,O,,,
49,-,O,,,
50,аналитического,B-TERM,Q4751159,"{'метод анализ', 'аналитический метод'}","['метод анализ', 'аналитический метод', 'в химии']"
51,метода,I-TERM,,,
52,разработки,I-TERM,,,
53,предикативной,I-TERM,,,
54,модели,I-TERM,,,
55,.,O,,,
