id,token,tag,wiki_id,name,desc
0,Статья,O,,,
1,посвящена,O,,,
2,вопросам,B-TERM,Q57159190,{'естественный язык'},['естественный язык']
3,происхождения,I-TERM,,,
4,естественного,I-TERM,,,
5,языка,I-TERM,,,
6,",",O,,,
7,выведению,B-TERM,Q980357,{'грамматический категория'},"['грамматический категория', 'класс словоформ в их грамматической классификации']"
8,грамматических,I-TERM,,,
9,категорий,I-TERM,,,
10,и,O,,,
11,новым,O,,,
12,методам,B-TERM,Q4291937,{'метод обучение'},химическое соединение
13,обучения,I-TERM,,,
14,русско,O,,,
15,-,O,,,
16,английскому,O,,,
17,и,O,,,
18,англо,O,,,
19,-,O,,,
20,русскому,O,,,
21,переводу,B-TERM,Q39811647,"{'перевести работа', 'перевод', 'перевести', 'перевести текст', 'переводной'}","переведённая работа, произведение, текст"
22,с,O,,,
23,использованием,B-TERM,Q87027259,"{'эсг/принцип', 'принцип'}","['эсг/принцип', 'принцип', 'статья в энциклопедическом словаре Гранат']"
24,математических,I-TERM,,,
25,принципов,I-TERM,,,
26,алгоритмизации,I-TERM,,,
27,(,O,,,
28,перевода,B-TERM,Q855395,"{'осмысление', 'перевод', 'интерпретация в методология наука', 'толкование', 'интерпретация', 'значение'}",страница значений в проекте Викимедиа
29,),O,,,
30,.,O,,,
31,Дается,O,,,
32,теоретическое,O,,,
33,обоснование,O,,,
34,активной,O,,,
35,и,O,,,
36,пассивной,O,,,
37,грамматик,B-TERM,Q451286,{'грамматик'},советский космонавт
38,",",O,,,
39,показаны,O,,,
40,возможные,O,,,
41,варианты,O,,,
42,их,O,,,
43,практического,O,,,
44,использования,O,,,
45,в,O,,,
46,учебном,B-TERM,Q10843872,"{'технологический процесс', 'процесс', 'техпроцесс'}","['технологический процесс', 'процесс', 'техпроцесс', 'набор взаимосвязанных задач, получающих некоторые объекты на входе и выдающие результат на выходе']"
47,процессе,I-TERM,,,
48,",",O,,,
49,в,O,,,
50,том,O,,,
51,числе,B-TERM,Q11563,{'число'},"абстрактный математический объект, используемый для счёта, нумерации и измерения"
52,с,O,,,
53,использованием,B-TERM,Q4303335,"{'машинный программа', 'программа'}","['машинный программа', 'программа', 'последовательность инструкций на языке программирования']"
54,компьютерных,I-TERM,,,
55,программ,I-TERM,,,
56,.,O,,,
